,close,close,open,open,adjusted close,adjusted close,dividend amount,dividend amount,high,high,low,low,split coefficient,split coefficient,volume,volume
2018-11-12,113.66,166.33,114.01,170.33,113.66,165.1783,0.0,0.0,114.05,170.64,113.58,166.18,1.0,1.0,7499046.0,62578371.0
2018-11-13,113.7,166.47,113.72,167.15,113.7,165.3173,0.0,0.0,113.93,169.48,113.42,166.0,1.0,1.0,9309074.0,64128079.0
2018-11-14,114.64,165.2,113.53,168.09,114.64,164.0561,0.0,0.0,115.06,168.7,113.46,164.25,1.0,1.0,13950218.0,75270714.0
2018-11-15,114.77,168.09,114.83,164.84,114.77,166.9261,0.0,0.0,114.99,168.54,114.56,163.46,1.0,1.0,8910585.0,73254349.0
2018-11-16,115.62,167.5,115.83,166.49,115.62,166.3402,0.0,0.0,115.88,168.31,115.37,165.78,1.0,1.0,8576955.0,65390675.0
2018-11-19,115.67,162.06,115.45,166.74,115.67,160.9379,0.0,0.0,115.92,166.9,115.37,161.54,1.0,1.0,8508445.0,67280478.0
2018-11-20,115.67,159.16,115.94,158.37,115.67,158.058,0.0,0.0,115.95,161.38,115.37,157.13,1.0,1.0,9075193.0,102652794.0
2018-11-21,115.86,160.37,115.94,161.29,115.86,159.2596,0.0,0.0,116.35,161.97,115.86,159.2323,1.0,1.0,8834206.0,42965839.0
2018-11-23,115.77,159.21,115.76,159.09,115.77,158.1076,0.0,0.0,115.88,160.84,115.585,159.09,1.0,1.0,3726611.0,23503729.0
2018-11-26,115.64,162.89,115.84,161.44,115.64,161.7621,0.0,0.0,115.87,162.97,115.53,160.76,1.0,1.0,4018622.0,42012633.0
2018-11-27,114.95,163.44,115.55,162.0,114.95,162.3083,0.0,0.0,115.63,163.85,114.6,161.18,1.0,1.0,9671170.0,36608063.0
2018-11-28,115.38,168.7,114.76,164.62,115.38,167.5319,0.0,0.0,116.07,168.7,114.59,163.4719,1.0,1.0,13789016.0,70140986.0
2018-11-29,115.74,168.15,115.97,168.0,115.74,166.9857,0.0,0.0,116.24,169.26,115.56,166.82,1.0,1.0,6479502.0,44885711.0
2018-11-30,115.54,169.37,115.42,168.38,115.54,168.1973,0.0,0.0,115.66,169.47,115.04,167.54,1.0,1.0,8169579.0,36722760.0
2018-12-03,116.41,172.33,116.6,173.1,116.41,171.1368,0.0,0.0,116.77,173.31,116.295,169.5101,1.0,1.0,8463378.0,50771695.0
2018-12-04,117.12,165.72,117.37,171.38,117.12,164.5725,0.0,0.0,117.39,171.91,116.931,165.52,1.0,1.0,7186437.0,70594743.0
2018-12-06,117.14,166.89,117.38,162.46,117.14,165.7344,0.0,0.0,117.685,166.91,116.92,161.77,1.0,1.0,9267628.0,71715526.0
2018-12-07,118.09,161.38,117.62,166.13,118.09,160.2626,0.0,0.0,118.23,167.12,117.54,160.86,1.0,1.0,10402903.0,80432176.0
2018-12-10,117.68,163.07,117.7,161.11,117.68,161.9409,0.0,0.0,117.94,163.78,117.42,159.41,1.0,1.0,8118110.0,73960758.0
2018-12-11,117.54,163.61,117.67,165.66,117.54,162.4771,0.0,0.0,117.89,165.77,117.35,162.23,1.0,1.0,6395391.0,59058296.0
2018-12-12,117.79,165.05,117.7,166.06,117.79,163.9072,0.0,0.0,117.95,167.6,117.6117,164.96,1.0,1.0,4136781.0,53779992.0
2018-12-13,117.53,165.1,117.54,166.06,117.53,163.9568,0.0,0.0,117.62,166.82,117.26,164.03,1.0,1.0,4131770.0,46377864.0
2018-12-14,117.06,161.08,116.63,163.19,117.06,159.9647,0.0,0.0,117.3,163.81,116.58,160.7,1.0,1.0,7501660.0,56547419.0
2018-12-17,117.87,157.43,117.37,160.41,117.87,156.3399,0.0,0.0,118.03,161.67,117.35,156.17,1.0,1.0,8455007.0,74834076.0
2018-12-18,118.15,158.42,117.85,158.67,118.15,157.3231,0.0,0.0,118.2,159.95,117.81,157.04,1.0,1.0,7542875.0,63642120.0
2018-12-19,117.43,154.53,118.24,158.24,117.43,153.46,0.0,0.0,118.96,160.72,117.4,153.34,1.0,1.0,13827509.0,81856456.0
2018-12-20,119.24,152.29,119.11,154.16,119.24,151.2355,0.0,0.0,119.74,155.87,118.68,150.39,1.0,1.0,18615143.0,99002139.0
2018-12-21,118.72,147.57,119.19,153.06,118.72,146.5482,0.0,0.0,119.25,154.09,118.57,146.72,1.0,1.0,13629830.0,141129408.0
2018-12-24,120.02,143.5,119.57,146.14,120.02,142.9241,0.0,0.4206,120.14,147.98,119.57,143.46,1.0,1.0,9736359.0,56163290.0
2018-12-26,119.66,152.46,120.62,145.12,119.66,151.8481,0.0,0.0,120.995,152.54,119.57,144.09,1.0,1.0,14293459.0,98982064.0
2018-12-27,120.57,153.05,120.57,150.57,120.57,152.4358,0.0,0.0,120.895,153.18,120.14,147.08,1.0,1.0,11874408.0,85824343.0
2018-12-28,121.06,152.97,120.8,154.01,121.06,152.3561,0.0,0.0,121.08,155.59,120.72,151.72,1.0,1.0,6864842.0,77856625.0
2018-12-31,121.25,154.26,120.98,154.47,121.25,153.6409,0.0,0.0,121.26,154.98,120.83,152.71,1.0,1.0,8449441.0,53015313.0
2019-01-02,121.33,154.88,121.35,150.99,121.33,154.2584,0.0,0.0,121.75,155.75,120.88,150.88,1.0,1.0,12776155.0,58576672.0
2019-01-03,122.43,149.82,121.78,152.6,122.43,149.2187,0.0,0.0,122.46,153.26,121.73,149.49,1.0,1.0,15440840.0,74820225.0
2019-01-04,121.44,156.23,121.32,152.18,121.44,155.603,0.0,0.0,121.6,157.0,120.69,151.74,1.0,1.0,13334368.0,74709320.0
2019-01-07,121.86,158.09,122.16,156.54,121.86,157.4555,0.0,0.0,122.22,158.86,121.5731,156.11,1.0,1.0,7473641.0,52059331.0
2019-01-08,121.53,159.52,121.15,159.56,121.53,158.8798,0.0,0.0,121.71,160.11,121.06,157.2,1.0,1.0,7643363.0,49388694.0
2019-01-09,122.31,160.82,121.45,160.15,122.31,160.1746,0.0,0.0,122.335,161.5229,121.44,159.47,1.0,1.0,10555933.0,46491747.0
2019-01-10,121.59,161.28,121.98,159.59,121.59,160.6327,0.0,0.0,122.179,161.37,121.57,158.7,1.0,1.0,6672058.0,38943414.0
2019-01-11,121.8,160.69,121.74,160.32,121.8,160.0451,0.0,0.0,122.05,160.86,121.66,159.79,1.0,1.0,8622666.0,30176643.0
2019-01-14,122.09,159.27,122.15,159.32,122.09,158.6308,0.0,0.0,122.24,159.96,121.87,158.59,1.0,1.0,6477072.0,30710234.0
2019-01-15,121.88,162.38,122.28,159.97,121.88,161.7283,0.0,0.0,122.38,162.6,121.62,159.9096,1.0,1.0,7512779.0,40874224.0
2019-01-16,122.27,162.35,122.04,162.63,122.27,161.6984,0.0,0.0,122.44,163.78,122.02,162.29,1.0,1.0,6878137.0,33812190.0
2019-01-17,122.11,163.63,122.03,161.84,122.11,162.9733,0.0,0.0,122.26,164.36,121.81,161.57,1.0,1.0,8558523.0,39328959.0
2019-01-18,121.02,165.25,121.23,164.84,121.02,164.5868,0.0,0.0,121.515,166.02,121.02,163.82,1.0,1.0,10896307.0,57183243.0
2019-01-22,121.45,161.94,121.18,164.05,121.45,161.2901,0.0,0.0,121.5,164.14,120.9,160.76,1.0,1.0,7896668.0,56711694.0
2019-01-23,121.28,162.15,120.96,162.77,121.28,161.4992,0.0,0.0,121.54,163.51,120.86,160.32,1.0,1.0,5224918.0,38106062.0
2019-01-24,121.09,163.2,121.16,162.66,121.09,162.545,0.0,0.0,121.36,163.44,120.92,162.0626,1.0,1.0,5662490.0,32413351.0
2019-01-25,122.86,165.15,122.02,164.48,122.86,164.4872,0.0,0.0,122.91,165.65,122.02,163.95,1.0,1.0,11103309.0,36466069.0
2019-01-28,123.29,163.11,122.75,163.03,123.29,162.4554,0.0,0.0,123.29,163.12,122.7178,161.75,1.0,1.0,8522178.0,33491216.0
2019-01-29,123.98,161.57,123.71,163.2,123.98,160.9216,0.0,0.0,124.0,163.24,123.46,160.99,1.0,1.0,11610204.0,30784175.0
2019-01-30,124.69,165.68,123.91,163.39,124.69,165.0151,0.0,0.0,125.07,166.28,123.7,162.89,1.0,1.0,12103963.0,41346533.0
2019-01-31,124.75,168.16,125.18,166.65,124.75,167.4851,0.0,0.0,125.23,168.99,124.62,166.4701,1.0,1.0,10209516.0,37258361.0
2019-02-01,124.5,167.45,124.89,167.37,124.5,166.778,0.0,0.0,125.05,168.6,124.37,166.99,1.0,1.0,12485496.0,32143672.0
2019-02-04,123.96,169.53,123.99,167.51,123.96,168.8496,0.0,0.0,124.29,169.53,123.82,167.33,1.0,1.0,6879187.0,26718781.0
2019-02-05,124.28,171.03,124.29,169.75,124.28,170.3436,0.0,0.0,124.42,171.23,124.05,169.69,1.0,1.0,6291367.0,28156368.0
2019-02-06,123.44,170.52,124.16,171.06,123.44,169.8357,0.0,0.0,124.1899,171.37,123.4,169.75,1.0,1.0,6595100.0,27970006.0
2019-02-07,123.74,168.23,123.8,169.03,123.74,167.5548,0.0,0.0,123.95,169.4499,123.4367,166.95,1.0,1.0,5935456.0,42036193.0
2019-02-08,124.21,168.56,124.05,166.73,124.21,167.8835,0.0,0.0,124.33,168.59,123.9799,166.57,1.0,1.0,4235221.0,29020747.0
2019-02-11,123.6,168.4,123.19,169.14,123.6,167.7242,0.0,0.0,123.82,169.58,123.19,167.98,1.0,1.0,4821904.0,21434088.0
2019-02-12,123.86,170.89,123.96,169.59,123.86,170.2042,0.0,0.0,124.03,171.14,123.61,169.33,1.0,1.0,4271869.0,29722073.0
2019-02-13,123.37,171.01,123.84,171.62,123.37,170.3237,0.0,0.0,124.55,172.16,123.31,170.82,1.0,1.0,7640509.0,26094136.0
2019-02-14,124.06,171.22,123.84,170.38,124.06,170.5328,0.0,0.0,124.2,171.83,123.53,169.83,1.0,1.0,6276529.0,30326830.0
2019-02-15,124.8,171.94,124.59,172.51,124.8,171.25,0.0,0.0,125.0,172.5623,124.18,171.1392,1.0,1.0,12190104.0,32521685.0
2019-02-19,126.7,172.28,125.98,171.39,126.7,171.5886,0.0,0.0,126.79,172.8,125.93,171.38,1.0,1.0,15614028.0,19487679.0
2019-02-20,126.48,172.25,127.0,172.43,126.48,171.5587,0.0,0.0,127.21,173.08,126.31,171.32,1.0,1.0,8889665.0,32592995.0
2019-02-21,125.05,171.62,126.15,171.77,125.05,170.9312,0.0,0.0,126.22,172.26,125.05,170.71,1.0,1.0,8634596.0,25207401.0
2019-02-22,125.5,172.89,125.53,171.98,125.5,172.1961,0.0,0.0,125.95,173.01,125.39,171.9,1.0,1.0,5439375.0,27735358.0
2019-02-25,125.37,173.52,125.78,174.2,125.37,172.8236,0.0,0.0,125.9,174.66,125.23,173.4,1.0,1.0,4882615.0,32608754.0
2019-02-26,125.58,173.7,125.33,173.04,125.58,173.0029,0.0,0.0,125.6171,174.25,125.05,172.81,1.0,1.0,5153511.0,21939717.0
2019-02-27,124.69,173.59,125.17,172.92,124.69,172.8933,0.0,0.0,125.226,173.8,124.4,171.76,1.0,1.0,7935647.0,25162014.0
2019-02-28,123.99,173.19,124.71,173.04,123.99,172.4949,0.0,0.0,124.71,173.81,123.98,172.7,1.0,1.0,7811731.0,25085470.0
2019-03-01,121.88,174.39,123.48,174.41,121.88,173.6901,0.0,0.0,123.96,174.65,121.87,173.18,1.0,1.0,16411743.0,31431156.0
2019-03-04,121.56,174.42,121.56,175.37,121.56,173.72,0.0,0.0,121.85,175.79,121.18,172.47,1.0,1.0,10272586.0,38063458.0
2019-03-05,121.72,174.55,121.38,174.52,121.72,173.8495,0.0,0.0,121.73,175.085,121.03,173.685,1.0,1.0,7120090.0,22319863.0
2019-03-06,121.61,173.56,121.43,174.68,121.61,172.8635,0.0,0.0,121.64,174.75,121.26,173.28,1.0,1.0,4820443.0,27194581.0
2019-03-07,121.51,171.43,121.27,173.09,121.51,170.742,0.0,0.0,121.71,173.18,121.18,170.79,1.0,1.0,6088768.0,39407443.0
2019-03-08,122.84,171.17,122.7,169.51,122.84,170.483,0.0,0.0,122.89,171.26,122.37,169.3375,1.0,1.0,10427747.0,39303225.0
2019-03-11,122.24,174.73,122.52,171.86,122.24,174.0288,0.0,0.0,122.54,174.85,121.92,171.85,1.0,1.0,6708655.0,30518408.0
2019-03-12,122.98,175.69,122.54,175.17,122.98,174.9849,0.0,0.0,123.03,176.14,122.4,174.7715,1.0,1.0,6289860.0,33953500.0
2019-03-13,123.84,177.01,123.56,176.6,123.84,176.2996,0.0,0.0,123.88,177.93,123.425,176.35,1.0,1.0,7377297.0,42426135.0
2019-03-14,122.41,176.71,122.33,177.115,122.41,176.0008,0.0,0.0,122.545,177.34,122.12,176.66,1.0,1.0,6778443.0,23751477.0
2019-03-15,122.97,178.35,123.06,177.43,122.97,177.6342,0.0,0.0,123.4,178.88,122.9132,177.28,1.0,1.0,9412061.0,38191958.0
2019-03-18,123.04,178.45,123.3,177.95,123.04,178.0567,0.0,0.3242,123.3998,178.99,122.89,177.5915,1.0,1.0,7783205.0,32935125.0
2019-03-19,123.38,179.05,123.72,179.16,123.38,178.6554,0.0,0.0,123.79,180.0,123.34,178.29,1.0,1.0,6558693.0,36893341.0
2019-03-20,124.18,179.76,123.66,179.06,124.18,179.3638,0.0,0.0,124.42,180.86,122.65,178.24,1.0,1.0,11304912.0,50104996.0
2019-03-21,123.68,182.57,124.36,179.24,123.68,182.1677,0.0,0.0,124.37,182.83,123.11,179.2,1.0,1.0,7739775.0,42428481.0
2019-03-22,123.97,178.56,123.93,181.76,123.97,178.1665,0.0,0.0,124.22,182.27,123.73,178.37,1.0,1.0,5874016.0,70794543.0
2019-03-25,124.92,178.22,124.56,177.92,124.92,177.8272,0.0,0.0,125.11,178.84,124.4801,176.93,1.0,1.0,7288343.0,46336524.0
2019-03-26,124.3,179.05,124.48,179.58,124.3,178.6554,0.0,0.0,124.51,180.69,124.07,178.14,1.0,1.0,5056224.0,33248121.0
2019-03-27,123.65,177.9,124.35,179.27,123.65,177.5079,0.0,0.0,124.375,179.72,123.56,176.6,1.0,1.0,6595016.0,37096697.0
2019-03-28,121.9,178.31,122.28,178.36,121.9,177.917,0.0,0.0,122.355,178.98,121.705,177.24,1.0,1.0,11878328.0,30368235.0
2019-03-29,122.01,179.66,122.64,179.63,122.01,179.2641,0.0,0.0,122.75,179.83,122.01,178.59,1.0,1.0,7094201.0,35205511.0
2019-04-01,121.53,182.04,122.4,181.42,121.53,181.6388,0.0,0.0,122.43,182.26,121.46,180.77,1.0,1.0,13559963.0,30969472.0
2019-04-02,121.98,182.73,121.72,182.23,121.98,182.3273,0.0,0.0,122.01,182.905,121.68,181.78,1.0,1.0,4474953.0,22645151.0
2019-04-03,121.8,183.78,121.73,183.74,121.8,183.375,0.0,0.0,122.01,184.92,121.675,183.2089,1.0,1.0,6152734.0,31633476.0
2019-04-04,122.11,183.71,121.1,183.81,122.11,183.3051,0.0,0.0,122.24,184.5,120.96,182.65,1.0,1.0,7508760.0,28530828.0
2019-04-05,121.98,184.66,121.88,184.3,121.98,184.253,0.0,0.0,122.13,184.77,121.6633,184.0183,1.0,1.0,5114493.0,25674660.0
2019-04-08,122.51,185.13,122.97,184.37,122.51,184.722,0.0,0.0,123.0199,185.28,122.4,183.63,1.0,1.0,4271034.0,22697543.0
2019-04-09,123.15,184.48,123.26,184.5,123.15,184.0734,0.0,0.0,123.35,185.11,123.03,184.09,1.0,1.0,4648392.0,25631886.0
2019-04-10,123.53,185.47,123.22,184.75,123.53,185.0613,0.0,0.0,123.77,185.53,123.19,184.52,1.0,1.0,6344767.0,24562958.0
2019-04-11,121.95,185.03,122.54,185.77,121.95,184.6222,0.0,0.0,122.75,185.78,121.79,184.6899,1.0,1.0,11694503.0,20654094.0
2019-04-12,121.83,185.83,121.96,185.86,121.83,185.4205,0.0,0.0,122.31,185.95,121.8,185.0601,1.0,1.0,5272844.0,24989136.0
2019-04-15,121.6,185.86,121.2,185.81,121.6,185.4504,0.0,0.0,121.82,186.07,121.095,184.62,1.0,1.0,4252774.0,21073046.0
2019-04-16,120.51,186.5,120.38,186.51,120.51,186.089,0.0,0.0,120.63,186.91,120.19,185.93,1.0,1.0,10097802.0,27195709.0
2019-04-17,120.28,187.15,120.46,187.75,120.28,186.7376,0.0,0.0,120.51,187.93,120.195,186.6,1.0,1.0,4693864.0,29651575.0
2019-04-18,120.37,187.39,120.24,187.48,120.37,186.977,0.0,0.0,120.54,187.7905,120.15,186.29,1.0,1.0,4090401.0,28580864.0
2019-04-22,120.37,187.92,120.46,186.54,120.37,187.5059,0.0,0.0,120.5,187.99,120.27,186.43,1.0,1.0,2251185.0,17936033.0
2019-04-23,120.12,190.31,119.67,188.37,120.12,189.8906,0.0,0.0,120.2,190.54,119.55,188.13,1.0,1.0,5574897.0,33665561.0
2019-04-24,120.47,189.71,120.06,190.44,120.47,189.2919,0.0,0.0,120.72,190.71,120.04,189.65,1.0,1.0,4173034.0,24977108.0
2019-04-25,120.57,190.48,120.72,191.15,120.57,190.0602,0.0,0.0,121.0962,191.22,120.5,189.45,1.0,1.0,4836857.0,29517497.0
2019-04-26,121.37,190.65,121.26,190.2,121.37,190.2298,0.0,0.0,121.67,190.69,121.2199,188.59,1.0,1.0,6022715.0,26359537.0
2019-04-29,120.83,191.02,120.88,190.62,120.83,190.599,0.0,0.0,120.91,191.32,120.665,190.34,1.0,1.0,4469721.0,21716242.0
2019-04-30,121.2,189.54,120.89,189.48,121.2,189.1223,0.0,0.0,121.36,189.85,120.85,188.21,1.0,1.0,4758567.0,31495277.0
2019-05-01,120.4,188.93,121.03,190.76,120.4,188.5136,0.0,0.0,121.55,191.32,120.18,188.795,1.0,1.0,12331836.0,34797109.0
2019-05-02,119.94,188.11,119.69,188.88,119.94,187.6954,0.0,0.0,120.11,189.85,119.54,186.87,1.0,1.0,6759844.0,44110122.0
2019-05-03,120.65,191.11,120.56,189.69,120.65,190.6888,0.0,0.0,121.08,191.25,120.475,189.33,1.0,1.0,8414504.0,30386180.0
2019-05-06,120.81,189.94,120.61,187.1,120.81,189.5214,0.0,0.0,121.12,190.2,120.54,186.76,1.0,1.0,3479563.0,38371777.0
2019-05-07,121.21,186.24,121.02,187.86,121.21,185.8296,0.0,0.0,121.42,188.67,120.9067,184.51,1.0,1.0,4010654.0,58818134.0
2019-05-08,120.91,185.77,121.54,185.68,120.91,185.3606,0.0,0.0,121.54,187.17,120.77,184.96,1.0,1.0,4178965.0,37165319.0
2019-05-09,121.2,184.77,120.96,183.76,121.2,184.3628,0.0,0.0,121.62,185.4121,120.86,182.09,1.0,1.0,5015785.0,55351668.0
2019-05-10,121.43,185.0,121.41,184.06,121.43,184.5923,0.0,0.0,121.73,185.89,121.3,181.0302,1.0,1.0,4586301.0,58526402.0
2019-05-13,122.67,178.58,122.63,180.3,122.67,178.1864,0.0,0.0,122.85,181.26,122.325,178.06,1.0,1.0,11130908.0,67185766.0
2019-05-14,122.46,180.54,122.6,179.51,122.46,180.1421,0.0,0.0,122.66,181.63,122.12,178.86,1.0,1.0,5556105.0,43360636.0
2019-05-15,122.39,183.09,122.71,179.39,122.39,182.6865,0.0,0.0,122.765,183.55,122.2199,179.31,1.0,1.0,10298968.0,40944547.0
2019-05-16,121.51,184.93,122.03,183.11,121.51,184.5225,0.0,0.0,122.0734,186.07,121.19,182.95,1.0,1.0,6349454.0,39281157.0
2019-05-17,120.65,183.04,121.03,183.1,120.65,182.6366,0.0,0.0,121.06,185.5813,120.33,182.88,1.0,1.0,6589382.0,44702276.0
2019-05-20,120.64,179.95,120.51,180.51,120.64,179.5534,0.0,0.0,120.74,181.1799,120.42,179.34,1.0,1.0,4345803.0,38608294.0
2019-05-21,120.36,181.83,120.08,181.5,120.36,181.4293,0.0,0.0,120.36,182.33,119.83,180.92,1.0,1.0,3845702.0,31613790.0
2019-05-22,120.24,181.02,120.35,180.81,120.24,180.6211,0.0,0.0,120.5,182.07,120.19,180.75,1.0,1.0,3741805.0,24332550.0
2019-05-23,121.17,178.25,120.82,179.0,121.17,177.8572,0.0,0.0,121.52,179.023,120.77,177.14,1.0,1.0,6054721.0,45351309.0
2019-05-24,121.3,178.16,121.13,179.3,121.3,177.7674,0.0,0.0,121.31,179.85,120.89,177.94,1.0,1.0,2324653.0,25903267.0
2019-05-28,120.83,177.49,120.8,178.67,120.83,177.0989,0.0,0.0,120.84,179.66,120.46,177.47,1.0,1.0,4303495.0,24763823.0
2019-05-29,120.87,176.03,121.11,176.45,120.87,175.6421,0.0,0.0,121.26,177.0,120.745,175.09,1.0,1.0,4133202.0,42178772.0
2019-05-30,121.69,176.77,120.96,176.54,121.69,176.3804,0.0,0.0,121.69,177.27,120.8,175.77,1.0,1.0,7757033.0,30354790.0
2019-05-31,123.33,173.95,122.55,174.71,123.33,173.5667,0.0,0.0,123.4,175.29,122.315,173.87,1.0,1.0,15367001.0,45446206.0
2019-06-03,125.11,170.12,124.09,173.52,125.11,169.7451,0.0,0.0,125.34,173.95,123.9,169.27,1.0,1.0,14173636.0,75842290.0
2019-06-04,125.15,174.91,124.88,171.98,125.15,174.5245,0.0,0.0,125.42,174.97,124.61,171.37,1.0,1.0,7997062.0,47797848.0
2019-06-05,125.47,176.21,126.18,176.6,125.47,175.8217,0.0,0.0,126.37,176.61,125.24,174.38,1.0,1.0,7637880.0,34412697.0
2019-06-06,125.88,177.61,125.93,176.52,125.88,177.2186,0.0,0.0,126.45,178.04,125.8,175.73,1.0,1.0,5551778.0,29913205.0
2019-06-07,126.59,181.04,126.79,178.5,126.59,180.641,0.0,0.0,127.25,181.7666,126.32,178.33,1.0,1.0,8145853.0,45888345.0
2019-06-10,125.33,183.15,125.46,182.23,125.33,182.7464,0.0,0.0,125.525,184.85,125.065,182.21,1.0,1.0,5409983.0,41385280.0
2019-06-11,125.18,183.4,124.94,185.07,125.18,182.9958,0.0,0.0,125.4,185.4,124.884,182.78,1.0,1.0,4757841.0,41260320.0
2019-06-12,125.83,182.34,125.6,182.88,125.83,181.9382,0.0,0.0,126.2,183.28,125.56,182.0,1.0,1.0,5756153.0,27758120.0
2019-06-13,126.6,183.42,126.03,183.12,126.6,183.0158,0.0,0.0,126.77,183.87,125.9599,182.74,1.0,1.0,5374818.0,23715829.0
2019-06-14,126.56,182.64,127.21,182.44,126.56,182.2375,0.0,0.0,127.63,183.11,126.26,181.94,1.0,1.0,9226446.0,22844089.0
2019-06-17,126.48,183.74,126.7,183.01,126.48,183.3351,0.0,0.0,126.77,184.25,126.17,182.835,1.0,1.0,4763345.0,20379476.0
2019-06-18,127.12,186.41,127.58,185.88,127.12,185.9992,0.0,0.0,127.75,187.72,126.39,185.4291,1.0,1.0,10309646.0,48177301.0
2019-06-19,127.89,187.11,126.77,186.73,127.89,186.6976,0.0,0.0,127.99,187.53,126.7,185.57,1.0,1.0,11660649.0,31672855.0
2019-06-20,131.11,188.85,130.41,189.72,131.11,188.4338,0.0,0.0,131.49,189.76,130.185,187.1585,1.0,1.0,18636339.0,40921964.0
2019-06-21,131.98,188.57,131.77,188.57,131.98,188.1544,0.0,0.0,132.17,189.77,131.07,188.1736,1.0,1.0,15068037.0,39980418.0
2019-06-24,133.94,188.16,132.77,188.52,133.94,188.16,0.0,0.4156,134.035,188.72,132.58,188.06,1.0,1.0,17851801.0,19375205.0
2019-06-25,134.2,184.93,134.9,188.06,134.2,184.93,0.0,0.0,135.55,188.14,133.21,184.65,1.0,1.0,24772241.0,33921112.0
2019-06-26,132.97,185.79,132.99,186.13,132.97,185.79,0.0,0.0,133.55,187.33,132.41,185.49,1.0,1.0,12016402.0,22595721.0
2019-06-27,132.84,186.5,132.38,186.47,132.84,186.5,0.0,0.0,132.97,186.94,132.26,185.99,1.0,1.0,8412764.0,19709228.0
2019-06-28,133.2,186.74,133.05,186.95,133.2,186.74,0.0,0.0,133.34,187.15,132.61,186.07,1.0,1.0,8076966.0,20807553.0
